"id","createdAt","updatedAt","game_date","week_number","away_team_points","home_team_points","away_team_id","home_team_id","user_id","location"
1198,2025-12-15 10:59:08.867 -0500,2025-12-15 10:59:08.867 -0500,2025-10-19 13:00:00.000 -0400,7,6,31,3,8,1,Huntington Bank Field
1199,2025-12-15 10:59:08.870 -0500,2025-12-15 10:59:08.870 -0500,2025-10-19 13:00:00.000 -0400,7,0,31,16,15,1,GEHA Field at Arrowhead Stadium
1200,2025-12-15 10:59:08.872 -0500,2025-12-15 10:59:08.872 -0500,2025-10-19 13:00:00.000 -0400,7,28,22,17,24,1,U.S. Bank Stadium
1201,2025-12-15 10:59:08.874 -0500,2025-12-15 10:59:08.874 -0500,2025-10-19 13:00:00.000 -0400,7,13,6,9,4,1,MetLife Stadium
1202,2025-12-15 10:59:08.877 -0500,2025-12-15 10:59:08.877 -0500,2025-10-19 13:00:00.000 -0400,7,31,13,1,12,1,Nissan Stadium
1203,2025-12-15 10:59:08.880 -0500,2025-12-15 10:59:08.880 -0500,2025-10-19 16:05:00.000 -0400,7,32,33,20,13,1,Empower Field at Mile High
1204,2025-12-15 10:59:08.883 -0500,2025-12-15 10:59:08.883 -0500,2025-10-19 16:05:00.000 -0400,7,38,24,11,14,1,SoFi Stadium
1205,2025-12-15 10:59:08.886 -0500,2025-12-15 10:59:08.886 -0500,2025-10-19 16:25:00.000 -0400,7,27,23,21,32,1,State Farm Stadium
1206,2025-12-15 10:59:08.888 -0500,2025-12-15 10:59:08.888 -0500,2025-10-19 16:25:00.000 -0400,7,22,44,19,18,1,AT&T Stadium
1207,2025-12-15 10:59:08.891 -0500,2025-12-15 10:59:08.891 -0500,2025-10-19 20:20:00.000 -0400,7,10,20,27,31,1,Levi's Stadium
1208,2025-12-15 10:59:08.894 -0500,2025-12-15 10:59:08.894 -0500,2025-10-20 19:00:00.000 -0400,7,9,24,26,23,1,Ford Field
1209,2025-12-15 10:59:08.897 -0500,2025-12-15 10:59:08.897 -0500,2025-10-20 22:00:00.000 -0400,7,19,27,10,30,1,Lumen Field
1210,2025-12-15 10:59:08.899 -0500,2025-12-15 10:59:08.899 -0500,2025-10-23 20:15:00.000 -0400,8,10,37,24,14,1,SoFi Stadium
1211,2025-12-15 10:59:08.902 -0500,2025-12-15 10:59:08.902 -0500,2025-10-26 13:00:00.000 -0400,8,34,10,3,27,1,Mercedes-Benz Stadium
1212,2025-12-15 10:59:08.904 -0500,2025-12-15 10:59:08.904 -0500,2025-10-26 13:00:00.000 -0400,8,16,30,22,6,1,M&T Bank Stadium
1213,2025-12-15 10:59:08.906 -0500,2025-12-15 10:59:08.906 -0500,2025-10-26 13:00:00.000 -0400,8,40,9,2,9,1,Bank of America Stadium
1214,2025-12-15 10:59:08.909 -0500,2025-12-15 10:59:08.909 -0500,2025-10-26 13:00:00.000 -0400,8,39,38,4,7,1,Paycor Stadium
1215,2025-12-15 10:59:08.912 -0500,2025-12-15 10:59:08.912 -0500,2025-10-26 13:00:00.000 -0400,8,15,26,31,10,1,NRG Stadium
1216,2025-12-15 10:59:08.915 -0500,2025-12-15 10:59:08.915 -0500,2025-10-26 13:00:00.000 -0400,8,13,32,8,1,1,Gillette Stadium
1217,2025-12-15 10:59:08.918 -0500,2025-12-15 10:59:08.918 -0500,2025-10-26 13:00:00.000 -0400,8,20,38,20,17,1,Lincoln Financial Field
1218,2025-12-15 10:59:08.920 -0500,2025-12-15 10:59:08.920 -0500,2025-10-26 16:05:00.000 -0400,8,23,3,26,28,1,Caesars Superdome
1219,2025-12-15 10:59:08.923 -0500,2025-12-15 10:59:08.923 -0500,2025-10-26 16:25:00.000 -0400,8,24,44,18,13,1,Empower Field at Mile High
1220,2025-12-15 10:59:08.926 -0500,2025-12-15 10:59:08.926 -0500,2025-10-26 16:25:00.000 -0400,8,14,38,12,11,1,Lucas Oil Stadium
1221,2025-12-15 10:59:08.929 -0500,2025-12-15 10:59:08.929 -0500,2025-10-26 20:20:00.000 -0400,8,35,25,21,5,1,Acrisure Stadium
1222,2025-12-15 10:59:08.931 -0500,2025-12-15 10:59:08.931 -0500,2025-10-27 20:15:00.000 -0400,8,7,28,19,15,1,GEHA Field at Arrowhead Stadium
1223,2025-12-15 10:59:08.934 -0500,2025-12-15 10:59:08.934 -0500,2025-10-30 20:15:00.000 -0400,9,28,6,6,3,1,Hard Rock Stadium
1224,2025-12-15 10:59:08.936 -0500,2025-12-15 10:59:08.936 -0500,2025-11-02 13:00:00.000 -0500,9,47,42,22,7,1,Paycor Stadium
1225,2025-12-15 10:59:08.938 -0500,2025-12-15 10:59:08.938 -0500,2025-11-02 13:00:00.000 -0500,9,27,24,24,23,1,Ford Field
1226,2025-12-15 10:59:08.941 -0500,2025-12-15 10:59:08.941 -0500,2025-11-02 13:00:00.000 -0500,9,16,13,9,21,1,Lambeau Field
1227,2025-12-15 10:59:08.944 -0500,2025-12-15 10:59:08.944 -0500,2025-11-02 13:00:00.000 -0500,9,18,15,13,10,1,NRG Stadium
1228,2025-12-15 10:59:08.947 -0500,2025-12-15 10:59:08.947 -0500,2025-11-02 13:00:00.000 -0500,9,23,24,27,1,1,Gillette Stadium
1229,2025-12-15 10:59:08.950 -0500,2025-12-15 10:59:08.950 -0500,2025-11-02 13:00:00.000 -0500,9,34,24,31,20,1,MetLife Stadium
1230,2025-12-15 10:59:08.952 -0500,2025-12-15 10:59:08.952 -0500,2025-11-02 13:00:00.000 -0500,9,20,27,11,5,1,Acrisure Stadium
1231,2025-12-15 10:59:08.955 -0500,2025-12-15 10:59:08.955 -0500,2025-11-02 13:00:00.000 -0500,9,27,20,14,12,1,Nissan Stadium
1232,2025-12-15 10:59:08.958 -0500,2025-12-15 10:59:08.958 -0500,2025-11-02 16:05:00.000 -0500,9,10,34,28,29,1,SoFi Stadium
1233,2025-12-15 10:59:08.961 -0500,2025-12-15 10:59:08.961 -0500,2025-11-02 16:05:00.000 -0500,9,30,29,25,16,1,Allegiant Stadium
1234,2025-12-15 10:59:08.963 -0500,2025-12-15 10:59:08.963 -0500,2025-11-02 16:25:00.000 -0500,9,21,28,15,2,1,Highmark Stadium
1235,2025-12-15 10:59:08.966 -0500,2025-12-15 10:59:08.966 -0500,2025-11-02 20:20:00.000 -0500,9,38,14,30,19,1,Northwest Stadium
1236,2025-12-15 10:59:08.968 -0500,2025-12-15 10:59:08.968 -0500,2025-11-03 20:15:00.000 -0500,9,27,17,32,18,1,AT&T Stadium
1237,2025-12-15 10:59:08.971 -0500,2025-12-15 10:59:08.971 -0500,2025-11-06 20:15:00.000 -0500,10,7,10,16,13,1,Empower Field at Mile High
1238,2025-12-15 10:59:08.973 -0500,2025-12-15 10:59:08.973 -0500,2025-11-09 09:30:00.000 -0500,10,25,31,27,11,1,Olympic Stadium
1239,2025-12-15 10:59:08.976 -0500,2025-12-15 10:59:08.976 -0500,2025-11-09 13:00:00.000 -0500,10,17,7,28,9,1,Bank of America Stadium
1240,2025-12-15 10:59:08.979 -0500,2025-12-15 10:59:08.979 -0500,2025-11-09 13:00:00.000 -0500,10,20,24,20,22,1,Soldier Field
1241,2025-12-15 10:59:08.983 -0500,2025-12-15 10:59:08.983 -0500,2025-11-09 13:00:00.000 -0500,10,29,36,25,10,1,NRG Stadium
1242,2025-12-15 10:59:08.985 -0500,2025-12-15 10:59:08.985 -0500,2025-11-09 13:00:00.000 -0500,10,13,30,2,3,1,Hard Rock Stadium
1243,2025-12-15 10:59:08.988 -0500,2025-12-15 10:59:08.988 -0500,2025-11-09 13:00:00.000 -0500,10,27,19,6,24,1,U.S. Bank Stadium
1244,2025-12-15 10:59:08.991 -0500,2025-12-15 10:59:08.991 -0500,2025-11-09 13:00:00.000 -0500,10,20,27,8,4,1,MetLife Stadium
1245,2025-12-15 10:59:08.993 -0500,2025-12-15 10:59:08.993 -0500,2025-11-09 13:00:00.000 -0500,10,28,23,1,26,1,Raymond James Stadium
1246,2025-12-15 10:59:08.996 -0500,2025-12-15 10:59:08.996 -0500,2025-11-09 16:05:00.000 -0500,10,22,44,32,30,1,Lumen Field
1247,2025-12-15 10:59:08.999 -0500,2025-12-15 10:59:08.999 -0500,2025-11-09 16:25:00.000 -0500,10,42,26,29,31,1,Levi's Stadium
1248,2025-12-15 10:59:09.001 -0500,2025-12-15 10:59:09.001 -0500,2025-11-09 16:25:00.000 -0500,10,44,22,23,19,1,Northwest Stadium
1249,2025-12-15 10:59:09.005 -0500,2025-12-15 10:59:09.005 -0500,2025-11-09 20:20:00.000 -0500,10,10,25,5,14,1,SoFi Stadium
1250,2025-12-15 10:59:09.007 -0500,2025-12-15 10:59:09.007 -0500,2025-11-10 20:15:00.000 -0500,10,10,7,17,21,1,Lambeau Field
1251,2025-12-15 10:59:09.011 -0500,2025-12-15 10:59:09.011 -0500,2025-11-13 20:15:00.000 -0500,11,14,27,4,1,1,Gillette Stadium
1252,2025-12-15 10:59:09.014 -0500,2025-12-15 10:59:09.014 -0500,2025-11-16 09:30:00.000 -0500,11,13,16,19,3,1,Santiago Bernabeu Stadium
1253,2025-12-15 10:59:09.017 -0500,2025-12-15 10:59:09.017 -0500,2025-11-16 13:00:00.000 -0500,11,30,27,9,27,1,Mercedes-Benz Stadium
1254,2025-12-15 10:59:09.020 -0500,2025-12-15 10:59:09.020 -0500,2025-11-16 13:00:00.000 -0500,11,32,44,26,2,1,Highmark Stadium
1255,2025-12-15 10:59:09.023 -0500,2025-12-15 10:59:09.023 -0500,2025-11-16 13:00:00.000 -0500,11,6,35,14,25,1,EverBank Stadium
1256,2025-12-15 10:59:09.026 -0500,2025-12-15 10:59:09.026 -0500,2025-11-16 13:00:00.000 -0500,11,19,17,22,24,1,U.S. Bank Stadium
1257,2025-12-15 10:59:09.029 -0500,2025-12-15 10:59:09.029 -0500,2025-11-16 13:00:00.000 -0500,11,27,20,21,20,1,MetLife Stadium
1258,2025-12-15 10:59:09.031 -0500,2025-12-15 10:59:09.031 -0500,2025-11-16 13:00:00.000 -0500,11,12,34,7,5,1,Acrisure Stadium
1259,2025-12-15 10:59:09.034 -0500,2025-12-15 10:59:09.034 -0500,2025-11-16 13:00:00.000 -0500,11,16,13,10,12,1,Nissan Stadium
1260,2025-12-15 10:59:09.037 -0500,2025-12-15 10:59:09.037 -0500,2025-11-16 16:05:00.000 -0500,11,41,22,31,32,1,State Farm Stadium
1261,2025-12-15 10:59:09.040 -0500,2025-12-15 10:59:09.040 -0500,2025-11-16 16:05:00.000 -0500,11,19,21,30,29,1,SoFi Stadium
1262,2025-12-15 10:59:09.042 -0500,2025-12-15 10:59:09.042 -0500,2025-11-16 16:25:00.000 -0500,11,23,16,6,8,1,Huntington Bank Field
1263,2025-12-15 10:59:09.045 -0500,2025-12-15 10:59:09.045 -0500,2025-11-16 16:25:00.000 -0500,11,19,22,15,13,1,Empower Field at Mile High
1264,2025-12-15 10:59:09.048 -0500,2025-12-15 10:59:09.048 -0500,2025-11-16 20:20:00.000 -0500,11,9,16,23,17,1,Lincoln Financial Field
1265,2025-12-15 10:59:09.051 -0500,2025-12-15 10:59:09.051 -0500,2025-11-17 20:15:00.000 -0500,11,33,16,18,16,1,Allegiant Stadium
1266,2025-12-15 10:59:09.053 -0500,2025-12-15 10:59:09.053 -0500,2025-11-20 20:15:00.000 -0500,12,19,23,2,10,1,NRG Stadium
1267,2025-12-15 10:59:09.055 -0500,2025-12-15 10:59:09.055 -0500,2025-11-23 13:00:00.000 -0500,12,10,23,4,6,1,M&T Bank Stadium
1268,2025-12-15 10:59:09.058 -0500,2025-12-15 10:59:09.058 -0500,2025-11-23 13:00:00.000 -0500,12,28,31,5,22,1,Soldier Field
1269,2025-12-15 10:59:09.060 -0500,2025-12-15 10:59:09.060 -0500,2025-11-23 13:00:00.000 -0500,12,26,20,1,7,1,Paycor Stadium
1270,2025-12-15 10:59:09.063 -0500,2025-12-15 10:59:09.063 -0500,2025-11-23 13:00:00.000 -0500,12,27,34,20,23,1,Ford Field
1271,2025-12-15 10:59:09.067 -0500,2025-12-15 10:59:09.067 -0500,2025-11-23 13:00:00.000 -0500,12,6,23,24,21,1,Lambeau Field
1272,2025-12-15 10:59:09.069 -0500,2025-12-15 10:59:09.069 -0500,2025-11-23 13:00:00.000 -0500,12,20,23,11,15,1,GEHA Field at Arrowhead Stadium
1273,2025-12-15 10:59:09.072 -0500,2025-12-15 10:59:09.072 -0500,2025-11-23 13:00:00.000 -0500,12,30,24,30,12,1,Nissan Stadium
1274,2025-12-15 10:59:09.075 -0500,2025-12-15 10:59:09.075 -0500,2025-11-23 16:05:00.000 -0500,12,27,24,25,32,1,State Farm Stadium
1275,2025-12-15 10:59:09.078 -0500,2025-12-15 10:59:09.078 -0500,2025-11-23 16:05:00.000 -0500,12,24,10,8,16,1,Allegiant Stadium
1276,2025-12-15 10:59:09.081 -0500,2025-12-15 10:59:09.081 -0500,2025-11-23 16:25:00.000 -0500,12,21,24,17,18,1,AT&T Stadium
1277,2025-12-15 10:59:09.083 -0500,2025-12-15 10:59:09.083 -0500,2025-11-23 16:25:00.000 -0500,12,24,10,27,28,1,Caesars Superdome
1278,2025-12-15 10:59:09.086 -0500,2025-12-15 10:59:09.086 -0500,2025-11-23 20:20:00.000 -0500,12,7,34,26,29,1,SoFi Stadium
1279,2025-12-15 10:59:09.088 -0500,2025-12-15 10:59:09.088 -0500,2025-11-24 20:15:00.000 -0500,12,9,20,9,31,1,Levi's Stadium
1280,2025-12-15 10:59:09.090 -0500,2025-12-15 10:59:09.090 -0500,2025-11-27 13:00:00.000 -0500,13,31,24,21,23,1,Ford Field
1281,2025-12-15 10:59:09.093 -0500,2025-12-15 10:59:09.093 -0500,2025-11-27 16:30:00.000 -0500,13,28,31,15,18,1,AT&T Stadium
1282,2025-12-15 10:59:09.096 -0500,2025-12-15 10:59:09.096 -0500,2025-11-27 20:20:00.000 -0500,13,32,14,7,6,1,M&T Bank Stadium
1283,2025-12-15 10:59:09.100 -0500,2025-12-15 10:59:09.100 -0500,2025-11-28 15:00:00.000 -0500,13,24,15,22,17,1,Lincoln Financial Field
1284,2025-12-15 10:59:09.103 -0500,2025-12-15 10:59:09.103 -0500,2025-11-30 13:00:00.000 -0500,13,28,31,29,9,1,Bank of America Stadium
1285,2025-12-15 10:59:09.106 -0500,2025-12-15 10:59:09.106 -0500,2025-11-30 13:00:00.000 -0500,13,26,8,31,8,1,Huntington Bank Field
1286,2025-12-15 10:59:09.110 -0500,2025-12-15 10:59:09.110 -0500,2025-11-30 13:00:00.000 -0500,13,20,16,10,11,1,Lucas Oil Stadium
1287,2025-12-15 10:59:09.114 -0500,2025-12-15 10:59:09.114 -0500,2025-11-30 13:00:00.000 -0500,13,17,21,28,3,1,Hard Rock Stadium
1288,2025-12-15 10:59:09.117 -0500,2025-12-15 10:59:09.117 -0500,2025-11-30 13:00:00.000 -0500,13,24,27,27,4,1,MetLife Stadium
1289,2025-12-15 10:59:09.120 -0500,2025-12-15 10:59:09.120 -0500,2025-11-30 13:00:00.000 -0500,13,17,20,32,26,1,Raymond James Stadium
1290,2025-12-15 10:59:09.122 -0500,2025-12-15 10:59:09.122 -0500,2025-11-30 13:00:00.000 -0500,13,25,3,25,12,1,Nissan Stadium
1291,2025-12-15 10:59:09.125 -0500,2025-12-15 10:59:09.125 -0500,2025-11-30 16:05:00.000 -0500,13,0,26,24,30,1,Lumen Field
1292,2025-12-15 10:59:09.129 -0500,2025-12-15 10:59:09.129 -0500,2025-11-30 16:25:00.000 -0500,13,14,31,16,14,1,SoFi Stadium
1293,2025-12-15 10:59:09.132 -0500,2025-12-15 10:59:09.132 -0500,2025-11-30 16:25:00.000 -0500,13,26,7,2,5,1,Acrisure Stadium
1294,2025-12-15 10:59:09.135 -0500,2025-12-15 10:59:09.135 -0500,2025-11-30 20:20:00.000 -0500,13,27,26,13,19,1,Northwest Stadium
1295,2025-12-15 10:59:09.138 -0500,2025-12-15 10:59:09.138 -0500,2025-12-01 20:15:00.000 -0500,13,15,33,20,1,1,Gillette Stadium
1296,2025-12-15 10:59:09.142 -0500,2025-12-15 10:59:09.142 -0500,2025-12-04 20:15:00.000 -0500,14,30,44,18,23,1,Ford Field
1297,2025-12-15 10:59:09.146 -0500,2025-12-15 10:59:09.146 -0500,2025-12-07 13:00:00.000 -0500,14,37,9,30,27,1,Mercedes-Benz Stadium
1298,2025-12-15 10:59:09.149 -0500,2025-12-15 10:59:09.149 -0500,2025-12-07 13:00:00.000 -0500,14,27,22,5,6,1,M&T Bank Stadium
1299,2025-12-15 10:59:09.152 -0500,2025-12-15 10:59:09.152 -0500,2025-12-07 13:00:00.000 -0500,14,31,29,12,8,1,Huntington Bank Field
1300,2025-12-15 10:59:09.154 -0500,2025-12-15 10:59:09.154 -0500,2025-12-07 13:00:00.000 -0500,14,19,36,11,25,1,EverBank Stadium
1301,2025-12-15 10:59:09.157 -0500,2025-12-15 10:59:09.157 -0500,2025-12-07 13:00:00.000 -0500,14,0,31,19,24,1,U.S. Bank Stadium
